Sigma,Gamma_Overlap,KMeans_ARI,KMeans_NMI,KC_ARI,KC_NMI,MST_ARI,MST_NMI,Naive_ARI,Naive_NMI,MFC_Approx_ARI,MFC_Approx_NMI,MFC_Optimal_ARI,MFC_Optimal_NMI,MFC_Simple_ARI,MFC_Simple_NMI
0.1,2.455802368854229,0.18195386934528487,0.5770564503012126,0.05234110096151997,0.4822483471768193,0.12766832242351753,0.7270400742285248,0.00023785799744073668,0.5525794926359885,0.12151130338199603,0.7221047002535682,0.1299508533313717,0.72196732219128,0.12299597311805485,0.7192651541699558
0.3,2.542906857468939,0.11851724843119152,0.5132071542629583,0.04380939189255125,0.4425810640565305,0.07988087037087697,0.7118936451403204,0.00021781024623859148,0.6174134673832168,0.08405935598898417,0.7050057445436959,0.0796150811083044,0.7127789259298905,0.08134756732605636,0.6944287231878703
0.5,2.486661692778674,0.06602311054881876,0.4591984873848524,0.030883383201681665,0.4127082790430841,0.050583969139790755,0.7009815468303654,0.00021497993166858147,0.6147079174620715,0.06474347103932365,0.6894709014562782,0.05764005709899222,0.6975524478178722,0.054640111282664605,0.6814582501590849
0.7,2.8561924193708426,0.039478613274119875,0.4212158412615228,0.028643485809023348,0.38829221574742295,0.03884736744575965,0.7042733459699176,0.0003002507309396038,0.42820125824052363,0.05145612747212187,0.6734920619736716,0.030505793446365222,0.684861386169559,0.0367037034507933,0.6622017141978341
0.9,2.698607911489301,0.028695605333490727,0.39842269697980215,0.023606092392710266,0.3725826455725881,0.029320345412336954,0.6977524051214773,0.00024103004967509597,0.5996809425686962,0.030907858450288546,0.6902004569028305,0.035821940525354784,0.6852986906308816,0.03170429276335311,0.6716168939623254
1.1,3.1678415796006565,0.023466090370878764,0.38048020011541006,0.022068552317450377,0.3529322619963538,0.01724513679999248,0.6799825943901892,0.0002896725157268244,0.6381751819395034,0.0273427463587982,0.6536012813333613,0.023457247145341108,0.6715728513118484,0.023928801074574936,0.5786940008013245
1.3,3.327352878520675,0.01952188998888099,0.3672043711735861,0.019030446763449813,0.3388355608492245,0.00990131997920803,0.6891294152662096,0.00014559595645648437,0.6144569828504876,0.02142590322778997,0.6664650458239761,0.013412500889868166,0.6787046052400484,0.021760895182712667,0.4780281389099151
1.5,3.4827324932862114,0.01710122372105075,0.3557631417012895,0.016360479232631578,0.32599975144810384,0.01219896168945994,0.67955483747979,0.00032169591278783115,0.476732591723247,0.01609566943376811,0.6518841958918131,0.01237304675908333,0.6840970776801085,0.017267802475790107,0.5164950251415316
1.7,3.0011954629957525,0.01551228305233837,0.3464525038595969,0.012812269135188282,0.32084051931462765,0.008911248406838154,0.6873731025625831,0.00019683191114281654,0.6362167214379765,0.012074153426113335,0.6699557540704107,0.011635918824178096,0.6846467747194146,0.015217621713378812,0.33393913493757005
1.9,3.4452071193431486,0.014211967847358334,0.34001896098432793,0.013765905423508525,0.31319275325785045,0.004596499564220744,0.6967487100991858,0.00017846754456538733,0.5836671957550164,0.008179620822562255,0.6728981606261684,0.0063622463792932455,0.6663096095817861,0.01432538877538102,0.4034326070611471
