Sigma,Gamma_Overlap,KMeans_ARI,KMeans_NMI,KC_ARI,KC_NMI,MST_ARI,MST_NMI,Naive_ARI,Naive_NMI,MFC_Approx_ARI,MFC_Approx_NMI,MFC_Optimal_ARI,MFC_Optimal_NMI,MFC_Simple_ARI,MFC_Simple_NMI
0.1,1.1738671818392956,0.629343284870259,0.8550167465511391,0.5237066916967823,0.8176017603674071,0.4875918900924063,0.7308409243859998,0.002006050486026824,0.40802737427704805,0.4831147567366024,0.743055935881379,0.483594191525237,0.7441144541086127,0.507118640731709,0.7924756756739444
0.3,1.1958246862975177,0.614016579937641,0.8237651903342706,0.5040887106221248,0.7938950545857871,0.41979050822581315,0.7932442650534302,0.0029232051696038873,0.5403203654487448,0.43161225800091635,0.7449106053264686,0.42286862670432196,0.7963318396831879,0.49561412359299556,0.7977178954064467
0.5,1.203831109757102,0.5134590699406367,0.7909231807246719,0.47629924590834866,0.7810146212377939,0.41120273599485085,0.7525112242269599,0.0029096467527939983,0.5714785786385469,0.42633114143602624,0.7930607811314315,0.42467282645004756,0.7894804925112269,0.468511383404982,0.7699243893535349
0.7,1.2209773746399843,0.47551277357258,0.7707108795942107,0.44278979433115556,0.7487411248582649,0.3675606586942758,0.7235974345808874,0.0027386297748948508,0.3248607742218841,0.36990445400450955,0.7717217433029545,0.3861734363962563,0.7464945864250616,0.4498471849846997,0.7575469416243504
0.9,1.2258682681171689,0.46991401499488816,0.7592322538670954,0.4215679659952746,0.7346079444441233,0.3464509611090617,0.7432922238770922,0.0031870203559050485,0.48758543351367084,0.36965854514805296,0.7125698543571684,0.3772754977290622,0.7352331511811514,0.44385259136401495,0.7575105058844692
1.1,1.2274981761898267,0.4382740502370129,0.7344807278961395,0.389145000005028,0.7131424483663956,0.3300954121355858,0.6920560825468494,0.00284600164134791,0.5245094614715735,0.3437983647668095,0.7011826645072176,0.3524959102750397,0.7126811434368234,0.39759542327403197,0.7177596814587234
1.3,1.2828076564065756,0.4111615453020097,0.7166319461752501,0.3463159009548685,0.6800359178965981,0.32329466710653854,0.705521525480828,0.002350647164209678,0.5328876207628156,0.34622516064333386,0.7272615299079348,0.3380108817900398,0.7282205555285208,0.36207262696916553,0.6952551203281265
1.5,1.2608305344987065,0.4173620133816174,0.7051386220200057,0.3534146736475206,0.6825247385455504,0.30643076224905114,0.6780045471308624,0.0028331810513443833,0.5707911567784014,0.32204193166214473,0.6855706421555366,0.31778691279398186,0.6966753210395036,0.3605159563943278,0.6874586665971778
1.7,1.2797638582484647,0.3796259846912768,0.6915822995167379,0.3359307963347126,0.6652585835014766,0.2773944944906206,0.6668609857742774,0.0029323410092784753,0.28831277828117136,0.31782551749486326,0.6779425389467509,0.3238765833124675,0.6879331135761618,0.3509302349945255,0.6908021643322546
1.9,1.3078322334620536,0.347176342296712,0.6739746240584173,0.30061024263111,0.6377797875904087,0.24825984514712068,0.6449774978801154,0.002851788810167676,0.45816824901523057,0.262353553408885,0.6464942985101342,0.2495683344217334,0.6419924642950854,0.3085585247749047,0.660786040791393
