Sigma,KMeans_runtime,KC_runtime,MST_runtime,Naive_runtime,MFC_Approx_runtime,MFC_Optimal_runtime,MFC_Simple_runtime
0.1,0.0910708,0.0274686,25.0996183,0.0061411,4.6021817,11.7873363,4.4621792
0.3,0.0925548,0.0350626,24.2501258,0.0047599,3.7614669,11.6758379,3.7772273
0.5,0.1247339,0.0303818,23.500145,0.0045862,4.4667352,12.1357295,4.7395575
0.7,0.100651,0.0294105,23.9628533,0.0045796,4.829357,12.2478869,5.0000526
0.9,0.092112,0.0291149,24.0190804,0.0044449,4.7244578,12.1980561,5.012190599999999
1.1,0.1300113,0.0291456,23.9901654,0.0051143,5.4809095999999995,12.6707118,5.586226099999999
1.3,0.0880615,0.0325649,23.8289958,0.0045133,3.9787845,11.986651100000001,4.4651751
1.5,0.1594586,0.0340424,23.9259564,0.0052107,6.7012038,13.3906202,6.6214626
1.7,0.1200991,0.0295792,24.0703458,0.0048221,7.0631262999999995,13.743971400000001,6.9202461
1.9,0.1688003,0.0290371,23.8756027,0.0051208,4.3986519,12.420482,4.5513052
