Sigma,KMeans_runtime,KC_runtime,MST_runtime,Naive_runtime,MFC_Approx_runtime,MFC_Optimal_runtime,MFC_Simple_runtime
0.1,0.013158,0.0113461,0.0733315,0.0001692,0.0277472,0.029455799999999997,0.0206944
0.3,0.0143226,0.0101299,0.0913982,0.0002493,0.0270859,0.0272459,0.019877
0.5,0.0098696,0.010487,0.077596,0.0001598,0.0271882,0.028039,0.0213613
0.7,0.0162253,0.0103935,0.078457,0.0001756,0.0302464,0.0330195,0.022185999999999997
0.9,0.0129536,0.0101247,0.0774768,0.0001662,0.0269543,0.0281959,0.02033
1.1,0.0107946,0.0100434,0.0764975,0.0001701,0.0269941,0.0280008,0.020688199999999997
1.3,0.0146191,0.0099896,0.0960718,0.0001598,0.0366869,0.0368361,0.020481
1.5,0.0105258,0.0101108,0.0752702,0.0001806,0.0268994,0.027982299999999998,0.0196863
1.7,0.0119346,0.0101912,0.0825367,0.0001634,0.027641100000000002,0.028904600000000003,0.0217983
1.9,0.0121849,0.0113583,0.0732577,0.0001567,0.027630799999999997,0.0287271,0.0215733
