Sigma,Gamma_Overlap,KMeans_ARI,KMeans_NMI,KC_ARI,KC_NMI,MST_ARI,MST_NMI,Naive_ARI,Naive_NMI,MFC_Approx_ARI,MFC_Approx_NMI,MFC_Optimal_ARI,MFC_Optimal_NMI,MFC_Simple_ARI,MFC_Simple_NMI
0.1,1.2723374176691444,0.6600589413317496,0.8358838592089592,0.38901219188927616,0.7004817141329319,0.5603700518451993,0.5968273871207994,0.0002927238737186719,0.20243216109893067,0.5291206243960551,0.5912799087690439,0.5586622401123056,0.5962391927169107,0.529070427947856,0.5912580533397597
0.3,1.2697523512887006,0.612805203800392,0.785828346167945,0.3586967421425967,0.6720022470125748,0.5153672867737615,0.58079285723238,0.0005923846974430745,0.08415709493267685,0.47491103844456023,0.5791510203099363,0.5173721018676875,0.5885055594750996,0.46673680294163844,0.5785189665113168
0.5,1.2564666657495467,0.5824770910240916,0.7917140181584639,0.28267555001931266,0.6378916173435059,0.43740292886108084,0.556834327761399,0.00028841795214663314,0.09485196501314644,0.45384110979692294,0.5761632682263791,0.4593456821182899,0.5547401520593241,0.43872595674526743,0.5744162354328691
0.7,1.2944981828171356,0.5793219593733948,0.7552944806421724,0.3114882325019701,0.6293005872156273,0.41392655653157523,0.5390413761247556,0.0003621778130226276,0.0858030418061455,0.40178343276840467,0.5469418136427548,0.4038401022876553,0.5420307639153035,0.37753269482733076,0.5433305453280762
0.9,1.3755265988753953,0.523782470463345,0.7195245640845089,0.20222891771923482,0.5407637830446013,0.32718056876243223,0.49898631181800773,0.0003933906015875955,0.09339500093669527,0.2794447329344479,0.49497765476832106,0.3048463991231228,0.4951670203221233,0.23154993594620513,0.49362665122163457
1.1,1.3648815927956175,0.4827820480790183,0.6866006678372497,0.2064989800044207,0.5162621581610095,0.28047220038451026,0.48747275466979684,0.0005202213153692084,0.0945085754990358,0.20602053324111808,0.48032897197857816,0.24125296533988871,0.4831997512741723,0.2605047063289067,0.49872090413731374
1.3,1.4377350368874933,0.4687747018417667,0.6569448627848486,0.16969799358103704,0.47777651659915676,0.16149520573923953,0.4482056449862209,0.00037831422016321994,0.07678150958881548,0.20331352775959288,0.47379684503759667,0.15958607235864608,0.45260595920135477,0.2005476885733907,0.4725409280980529
1.5,1.393129860246149,0.4072127423529209,0.624319013709705,0.15180779059310723,0.47065355500184236,0.13360914076684438,0.43791016825623313,0.0003216624313062514,0.05778032129641699,0.15839100606861814,0.4509680327491139,0.1342169921976911,0.4397702020777358,0.17206338515292277,0.49076959682524746
1.7,1.3694980906375798,0.3489098157525971,0.5979101710872824,0.14157617811218026,0.45268929383185164,0.11559090122175325,0.4331253535349642,0.0002905703594316869,0.08580511359703866,0.16103073104851892,0.45322354749525073,0.12436300099158094,0.43199680029889725,0.1669755532808977,0.4545916105997413
1.9,1.5554479525587481,0.3343317922312724,0.5702542746466754,0.1776944760428321,0.4418708394482493,0.07759083689911948,0.43409891786877675,0.0005678640799833145,0.11338978368481058,0.19062667019042917,0.4570124556441146,0.13296116034445501,0.4496083207718544,0.18849879558462318,0.45584468481159374
