Sigma,KMeans_runtime,KC_runtime,MST_runtime,Naive_runtime,MFC_Approx_runtime,MFC_Optimal_runtime,MFC_Simple_runtime
0.1,0.2533805,0.035205,17.6117493,0.003542,1.5312601,4.1318811,1.4929335
0.3,0.2942237,0.0340471,17.1730963,0.0034381,1.0978073,3.6899854,1.0696695
0.5,0.2292389,0.0329943,17.7690737,0.0034338,1.4316137999999998,4.0432097,1.457738
0.7,0.4595259,0.0463227,17.5202134,0.0037281,1.4825758999999998,4.1681321,1.4172365
0.9,0.5120775,0.034614,17.9239788,0.0037845,2.4937065,5.0219068,2.4544942
1.1,0.524851,0.0354902,17.8009871,0.0039428,1.9017494,4.5185251,1.821388
1.3,0.4498977,0.0355666,17.8200787,0.0034242,1.2404555,3.9315747,1.0693831999999999
1.5,0.560445,0.0356358,17.5565959,0.0035586,1.126139,3.9934087000000003,1.0783642000000002
1.7,0.4755957,0.0401071,17.8914012,0.0035231,2.3616230000000002,5.0018116,2.3089943
1.9,0.3898186,0.0355356,17.8872755,0.005194,2.6701093,5.5312085,2.8783681000000003
