Sigma,Gamma_Overlap,KMeans_ARI,KMeans_NMI,KC_ARI,KC_NMI,MST_ARI,MST_NMI,Naive_ARI,Naive_NMI,MFC_Approx_ARI,MFC_Approx_NMI,MFC_Optimal_ARI,MFC_Optimal_NMI,MFC_Simple_ARI,MFC_Simple_NMI
0.1,2.6267696863026937,0.1759469778341772,0.613228903597369,0.052433762987130116,0.5048502941073735,0.14935126829535525,0.7299773394858294,0.000277308306434093,0.6534593733711993,0.14861416989198303,0.7245206064044536,0.14367291192200873,0.7294351273446176,0.14930600095476781,0.7216943482061773
0.3,3.2320849690174724,0.13510949662818694,0.5572445796124023,0.05703457471647172,0.46326154694406707,0.09468101189175956,0.7149736316244041,0.00024995746643760103,0.6442491689370885,0.11018790635058938,0.7160141144463069,0.09907172584801653,0.7160921526629536,0.10407095989113517,0.7031910474719961
0.5,3.182533167380873,0.08416226859903281,0.4989633894396877,0.03816686449867347,0.43479013192957217,0.07445102206260013,0.7094305637104756,0.00020644630056286265,0.5809125991153796,0.08352950448589543,0.7030465837573655,0.07254394299594089,0.7076893538919907,0.06981432424509854,0.6842904517440521
0.7,3.841005967262243,0.057394159413220694,0.45982257821986655,0.03290736975926355,0.40893442261747714,0.053465085267116026,0.7104587055125322,0.00022325046475671532,0.6289905075727548,0.0633564963103604,0.6935235127911737,0.05834459488913641,0.7002052964411701,0.053407799811319025,0.6744976656990656
0.9,4.5273582677818025,0.04178984308931823,0.4326709196685798,0.031225134825201666,0.3880396995208677,0.045747372951985436,0.7069775768245258,0.00027881017120677054,0.5455388772162176,0.04998668866079579,0.6923113316096499,0.04003259900087305,0.7041231860184696,0.043930523087299715,0.6294662743770186
1.1,3.5225336188062597,0.03558844649423696,0.41710888644571503,0.023666993419129163,0.3749826492150013,0.03389241207855443,0.7077262837605905,0.00026642516149258963,0.49365188051441117,0.039780043701327907,0.6890523618986418,0.03788036167295773,0.7041786230324638,0.034975210468535974,0.6800606987537884
1.3,3.1763326596080765,0.031052394899293918,0.4000693765310418,0.017557661446674918,0.3648124806725478,0.02273173797328137,0.7005715784154325,0.00022535617750717773,0.6094708021757707,0.024536602991216926,0.6986109743833845,0.022331363044649027,0.6849571482582617,0.026552352014918193,0.6830298593429238
1.5,4.821995605554104,0.026246894560846768,0.38624398726864434,0.019149737552541915,0.3492472988292973,0.017205041705986007,0.6967616821541389,0.00024967529915968177,0.5939508612791098,0.024303428499971465,0.6729720631026365,0.024094353128251027,0.6896289245126768,0.020771954114679973,0.5775954938274119
1.7,3.63151601509372,0.0223137710972546,0.37328084267799094,0.016754200743613692,0.3451557514902734,0.017412426469113874,0.7039414697442368,0.0002310306544255415,0.3674746275710558,0.021682992901023327,0.6983478426536665,0.02376521115818683,0.689893305699655,0.02332747137231337,0.6800814422404727
1.9,5.48653963693148,0.020678673558112398,0.36573042120101695,0.016024498189833068,0.32992595962448995,0.015232515946462282,0.6869094868571182,0.000266793845679682,0.6088067541857801,0.01389504221002521,0.6465930590214869,0.011671503505067982,0.6762400998231185,0.019714527656273174,0.5070079033554031
