Sigma,KMeans_runtime,KC_runtime,MST_runtime,Naive_runtime,MFC_Approx_runtime,MFC_Optimal_runtime,MFC_Simple_runtime
0.1,0.0044764,0.0019699,0.1463208,0.0002801,0.0091911,0.031487600000000004,0.0068873
0.3,0.0056613,0.0015546,0.1448344,0.0003222,0.0105897,0.0305763,0.0077161999999999994
0.5,0.0039386,0.0015584,0.142071,0.0002853,0.0087252,0.029666,0.0073374
0.7,0.0058557,0.0015742,0.144037,0.0002736,0.009482299999999999,0.0311066,0.007478
0.9,0.0053597,0.0019259,0.141559,0.0002891,0.0088685,0.0300452,0.0069221000000000005
1.1,0.0034328,0.0017593,0.1632403,0.0002632,0.0074600000000000005,0.0307823,0.0097098
1.3,0.0066919,0.0016407,0.1509854,0.000311,0.0072987,0.0315929,0.0070949
1.5,0.0050389,0.0016267,0.1523573,0.0003362,0.0096634,0.0338095,0.0070045
1.7,0.0051598,0.0015818,0.1428831,0.0002737,0.0085249,0.0287636,0.006293999999999999
1.9,0.0053986,0.0016117,0.1490921,0.0003364,0.0085105,0.0295714,0.0067691
