Sigma,Gamma_Overlap,KMeans_ARI,KMeans_NMI,KC_ARI,KC_NMI,MST_ARI,MST_NMI,Naive_ARI,Naive_NMI,MFC_Approx_ARI,MFC_Approx_NMI,MFC_Optimal_ARI,MFC_Optimal_NMI,MFC_Simple_ARI,MFC_Simple_NMI
0.1,1.3626239756714584,0.4131181159886565,0.8034476017716621,0.3322851431439562,0.772486322483059,0.39703738473629663,0.812076130433385,0.0036994383107097103,0.7766226274965096,0.37195094608952567,0.8099153383172322,0.3888308290844723,0.8115798629320625,0.3718903022045625,0.8099569198936697
0.3,1.353287480881021,0.3529732454072676,0.766127506827596,0.2834720255576417,0.738676167308048,0.26557479545224943,0.7816642115126881,0.003076303026714537,0.7044820516626177,0.2726381933132977,0.7718569611870906,0.25345127212078367,0.7814764594952707,0.29180640866739127,0.7761924560902493
0.5,1.4435547202394132,0.3064657537762745,0.7397879870598979,0.23055465349090473,0.7022436503671775,0.18948337319115532,0.7558396754573444,0.0026697711911791416,0.7757701176971904,0.22477235559210243,0.755779393096376,0.2039441345947308,0.7542935511866455,0.2283402849481139,0.7390380070114647
0.7,1.450764844516879,0.22850060318522697,0.700090612092192,0.20003546478525064,0.6817971795511529,0.15692836430022383,0.7426363260521421,0.001970310921812458,0.6228221731953627,0.17322512594791592,0.7425702611248354,0.17787614608754682,0.7379882125706363,0.19917084535050258,0.7043408466470368
0.9,1.4489762627827678,0.1925287689888764,0.6752980043303843,0.1769613762409543,0.6647184391756479,0.1290616911282,0.7338040672246009,0.002546934683253635,0.7278912141226652,0.1582568810371994,0.707597790633907,0.12788141579237525,0.7245119204339997,0.18419452757011115,0.6721163095080624
1.1,1.4995028969161923,0.18257487653582977,0.6634683299669367,0.1613723993183198,0.6515282792957763,0.11519638409634322,0.722954063328919,0.00317843281673345,0.6664303843820414,0.12821298473606527,0.7154633247886502,0.12594881874256322,0.7067580794724547,0.16272846504193877,0.6535483594698637
1.3,1.5300503208732048,0.15886719771743943,0.6480590541912783,0.14699941336628808,0.6354892402103549,0.094932872174379,0.6822362015195763,0.00286636461524152,0.7245236965029899,0.11296225473046795,0.6943242840768986,0.11998308388876155,0.7058928300296912,0.1426613752258886,0.6396434398319585
1.5,1.486086645808041,0.14464411234432917,0.6367856275213702,0.14187038448793432,0.6314141581086613,0.10023381653691169,0.7148716216659831,0.002040034847808384,0.7662722335144136,0.11789640253708882,0.6910355224061986,0.12098221275045558,0.6947388453315875,0.14122913109133647,0.6381464097736478
1.7,1.5002368446321648,0.12770903447448922,0.6213277151701281,0.12495745834549192,0.6124102508209651,0.07185719212915967,0.7121872628316565,0.0014854006176902206,0.7257575521433187,0.10202323932818057,0.6812414765097885,0.09560668891702363,0.6867657575878308,0.12743727598421306,0.6181974404249431
1.9,1.5167367647154117,0.12264011566815457,0.6135261373198855,0.11398017815624457,0.6028313981864781,0.07551885170051721,0.7142518177450967,0.003925259438016531,0.7139578405039515,0.08200159493620927,0.6777553543238698,0.09306109827463722,0.6618364816773034,0.11775471583039558,0.6079472804304994
