Sigma,KMeans_ARI,KMeans_NMI,KC_ARI,KC_NMI,MST_ARI,MST_NMI,Naive_ARI,Naive_NMI,MFC_Approx_ARI,MFC_Approx_NMI,MFC_Optimal_ARI,MFC_Optimal_NMI,MFC_Simple_ARI,MFC_Simple_NMI
0.1,0.44520417936711487,0.7805349202648668,0.240421478258306,0.6400262758030938,0.411895955368368,0.612188448897418,0.00036842863072175457,0.1304646186555593,0.38775711565210313,0.6172225370411433,0.38775711565210313,0.6172225370411433,0.3875003373478947,0.6171159199875847
0.3,0.47497878617152084,0.7540989235108274,0.2255144226358572,0.6141875498395717,0.3257660941438471,0.5947903421600563,0.00034994327861550975,0.18823154196133168,0.28823437420739195,0.5873587890435873,0.28823437420739195,0.5873587890435873,0.2978061864290095,0.5977529101523869
0.5,0.42567213817315297,0.7253265190592999,0.2122975046046945,0.5773406335648004,0.29185096385062415,0.5768722513554946,0.00023918098391373098,0.4509031139288366,0.2685267382109557,0.5842569828202444,0.2685267382109557,0.5842569828202444,0.26747413246337415,0.5836242573397843
0.7,0.39987362523620046,0.6937161715720093,0.1867852406138147,0.5577413464384617,0.2651382779447165,0.5628398133185736,0.00030229873188505045,0.14491982132779702,0.24092179026046193,0.5668331813450238,0.24092179026046193,0.5668331813450238,0.24094088651072423,0.5668837183015593
0.9,0.3710514712856431,0.660276075594183,0.14890764220199987,0.5166409726939919,0.2488214108292128,0.5555004597709687,0.0002914731907599586,0.12570228287216453,0.20903337507914393,0.5541186000937923,0.20903337507914393,0.5541186000937923,0.20907240162840313,0.5541605506019529
1.1,0.31965942203331754,0.6255552878711214,0.15099458797736875,0.49825424188026407,0.20835240343127231,0.5442848680058211,0.0002963112773030567,0.12754747281812315,0.2084060254290102,0.5484698000046454,0.2084060254290102,0.5484698000046454,0.1788835794375629,0.5421191632853734
1.3,0.30048123269150945,0.6093665536067628,0.12111278506316069,0.47403699358862933,0.18646635690615412,0.5396299271432262,0.00033608870191451117,0.14797236141439749,0.16288267206578644,0.5334067904825731,0.16288267206578644,0.5334067904825731,0.1628761656438369,0.5334513015111543
1.5,0.257563584675743,0.5753809391476779,0.08822909561153565,0.42428357146538526,0.16872683014858436,0.5305842920013821,0.00023512488436093945,0.437644619296232,0.1342323927528268,0.5151954074637576,0.1342323927528268,0.5151954074637576,0.1117631766491498,0.5141366974837828
