Sigma,Gamma_Overlap,KMeans_ARI,KMeans_NMI,KC_ARI,KC_NMI,MST_ARI,MST_NMI,Naive_ARI,Naive_NMI,MFC_Approx_ARI,MFC_Approx_NMI,MFC_Optimal_ARI,MFC_Optimal_NMI,MFC_Simple_ARI,MFC_Simple_NMI
0.1,1.9341256521194197,0.07298602751610908,0.8018259346037917,0.04684580954451887,0.7896701073736234,0.10417980352756118,0.9149560945609833,0.004116084759153197,0.8785543561235207,0.08681005698761343,0.9142899440889595,0.10112520290466008,0.9125720229817977,0.07764307888190577,0.9149667866706127
0.3,2.1600075024787544,0.05790547301062007,0.8022286354059777,0.0348293117490459,0.7896484725296434,0.05143692386486984,0.901324890818172,0.002227811170800746,0.8891749807176126,0.05252170491711888,0.906374049505428,0.05857611634435427,0.9022285733199186,0.05406307699377431,0.8935164080920702
0.5,2.278195594608276,0.03019802488296596,0.7943030732109456,0.020773575848099697,0.7855764839193263,0.041046991413827526,0.8968725963118739,0.006022584894078862,0.9139047733260428,0.03791973379455679,0.8987670056833824,0.03835749687932584,0.8890419075970728,0.030032537238870706,0.8872510912678635
0.7,2.3644949639175596,0.023294125924189925,0.7959566746922967,0.019949467113638476,0.7866908603857403,0.027023809459968906,0.8923491191433383,0.00031496062391495104,0.623187190338277,0.02921949741621862,0.8916135173958081,0.02650984068354197,0.8847753716802065,0.025017621730653566,0.8752702206841441
0.9,2.30522000085176,0.018133496166089412,0.7969338075245861,0.01773407135212509,0.7915004448305941,0.02459308467041393,0.8931138642721448,0.0048267061603439534,0.9143256715820691,0.017627882283410667,0.8563531160789841,0.02389625535382876,0.8982776939095662,0.01886069813824504,0.9050408128059068
1.1,2.511574756935282,0.016796549507429103,0.7974058592687608,0.01714731299632509,0.7941609227649142,0.014138341614278866,0.8909106687453878,0.002265832600579671,0.832267684638465,0.01528606268992503,0.8605450173947754,0.015993983111989834,0.8629237222790047,0.01796523358017071,0.8701408094503316
1.3,2.308399461066706,0.011905590142663094,0.7989135972499963,0.0145958646395305,0.7937470455251788,0.014391399866895669,0.8676235570879789,0.001279338016368274,0.9185583593421631,0.018454984534382237,0.8803693146827937,0.018011902575145875,0.870896980539509,0.014412208257500315,0.8796085273943659
1.5,2.1942276552675386,0.011403709463106353,0.7989913216010045,0.007164802264338002,0.7890028232034336,0.015487932051878353,0.88643327955751,0.0025454991176386632,0.8411174184330498,0.011533796944588906,0.8564715182772137,0.012388706367981691,0.8607835234132943,0.010112294384728406,0.9075225176219721
1.7,2.365783519850138,0.009850253254039041,0.800669253966337,0.011192496706068951,0.7954037764453579,0.007151798550419495,0.8998426457603206,0.0017480789340880594,0.865965494922066,0.007501507679110196,0.845975112958388,0.009664410825221436,0.8835115749039534,0.005106874721867329,0.9077667090077284
1.9,2.4744169773089157,0.008889050235580577,0.8013148162956178,0.005230903475574063,0.7919103256450519,0.007515191520135115,0.8770181308321638,0.00371717817333598,0.9162466977728067,0.009492434919934113,0.8731321823629786,0.009704564340873825,0.865207426352636,0.009115784576866083,0.8488824375047336
