Sigma,KMeans_runtime,KC_runtime,MST_runtime,Naive_runtime,MFC_Approx_runtime,MFC_Optimal_runtime,MFC_Simple_runtime
0.1,0.0085084,0.0023524,0.1389708,0.0003189,0.0159038,0.035745599999999995,0.012404499999999999
0.3,0.0062701,0.0023144,0.137898,0.0003048,0.0191513,0.039044800000000005,0.0156163
0.5,0.0062857,0.0016131,0.1391082,0.0002933,0.015293399999999999,0.035053,0.009713699999999999
0.7,0.0067073,0.0018932,0.1396738,0.0002756,0.0112766,0.0323369,0.0086597
0.9,0.0065069,0.0015952,0.1446151,0.0002926,0.011073099999999999,0.035058099999999995,0.0100239
1.1,0.006657,0.0024187,0.144478,0.0002782,0.014008099999999999,0.0348552,0.0108217
1.3,0.0067481,0.0016565,0.1510065,0.0002922,0.0248554,0.0479027,0.024717299999999998
1.5,0.010103,0.0016491,0.1434538,0.0002849,0.0090552,0.0352828,0.0086846
1.7,0.0082325,0.0016211,0.140833,0.0002952,0.0132604,0.0327722,0.0093944
1.9,0.0116724,0.0019543,0.1568545,0.0002897,0.016138,0.0495336,0.016992
