Sigma,Gamma_Overlap,KMeans_ARI,KMeans_NMI,KC_ARI,KC_NMI,MST_ARI,MST_NMI,Naive_ARI,Naive_NMI,MFC_Approx_ARI,MFC_Approx_NMI,MFC_Optimal_ARI,MFC_Optimal_NMI,MFC_Simple_ARI,MFC_Simple_NMI
0.1,1.385434865263625,0.2497974349244849,0.5946947779840062,0.13649274330135922,0.5458119241234378,0.22015654952229524,0.7072919570942586,0.0020545052108407497,0.5005308173873658,0.22085717474779873,0.7091107176184184,0.22298626804868243,0.7088372270682208,0.22085717474779873,0.7091107176184184
0.3,1.4701248121132118,0.15954243215581465,0.5206828238819,0.11696941256642807,0.4941006898484329,0.13086405036685286,0.6636818543550553,0.003474001296815039,0.5996846105516858,0.12748002454270882,0.6405291857332879,0.12857013793145336,0.6665947756537642,0.12433603928313965,0.6595362546676649
0.5,1.4473685608566382,0.09961686242760422,0.46563959767186663,0.0897454438442292,0.4457791994650364,0.09604360305384439,0.6356681969277701,0.0017456616145222555,0.5817454234307835,0.07563642329522151,0.6495592499468642,0.07835659749053502,0.6471963678155636,0.0915700164041273,0.46612584308924987
0.7,1.506807567234405,0.08183766704017642,0.43479999354887816,0.06743841413430006,0.41752970883250706,0.06215061681658328,0.6254060875958031,0.0019643667693432032,0.6269384704441863,0.0612288741263371,0.6209514228016956,0.06161261270379263,0.6247531914534752,0.07222300766962575,0.4157627280894892
0.9,1.49694241424187,0.06388900746578069,0.40672545112262715,0.06584084872998586,0.4027358462214716,0.039898875734166395,0.626660923236465,0.0024375902990192728,0.568901624275962,0.06308076822978331,0.5288098894744482,0.042555151117792935,0.6254198011126113,0.06933501108413559,0.4081483091047709
1.1,1.4785712104889979,0.053570069145724625,0.38302797225061164,0.05480011961668344,0.3799083329855911,0.031128387518780318,0.6218317755052358,0.0018243238064857487,0.6389170042835423,0.05111189649010115,0.5650060107633883,0.049621387129814676,0.5726815791129248,0.05544147362134365,0.34966286412093045
1.3,1.5125878054458897,0.04470336696952181,0.3687088648033681,0.046491439324969554,0.35140190422791284,0.026402973639244043,0.6059732276700438,0.0013701341151058405,0.6260118723491264,0.0321363685288614,0.5710195765865587,0.03810465210183285,0.4852932373627523,0.046554843786524414,0.373107146555441
1.5,1.5138592335845693,0.0385048714519363,0.3584650469904248,0.041482728456902845,0.339799111841878,0.02106804659762412,0.6095184074429922,0.002134970037112761,0.6119693176048719,0.03196498597941036,0.48710066705587735,0.02422793019997943,0.5795236461055289,0.04234253320730963,0.3054775613234444
1.7,1.5023845641281555,0.03277937842034047,0.3407353007600654,0.03345581780964191,0.3227452756269105,0.013688336475756133,0.5801527397000954,0.001763622162142363,0.49315510935107537,0.03333668734055045,0.46150177957668503,0.024445362934367255,0.508396335478661,0.04031842041681463,0.28274964082455695
1.9,1.4676163862597762,0.029213542896438648,0.3322918242042831,0.032196930489748046,0.3082170432825502,0.017090869922680267,0.581335107819778,0.0024584421135196953,0.5414188400681033,0.026157292407743938,0.5214000187075127,0.02414694014161776,0.5444422297378653,0.03171701260982715,0.3543192759791102
