Sigma,Gamma_Overlap,KMeans_ARI,KMeans_NMI,KC_ARI,KC_NMI,MST_ARI,MST_NMI,Naive_ARI,Naive_NMI,MFC_Approx_ARI,MFC_Approx_NMI,MFC_Optimal_ARI,MFC_Optimal_NMI,MFC_Simple_ARI,MFC_Simple_NMI
0.1,1.4742361974177036,0.1734711253618566,0.6148366933930589,0.09393516501765045,0.5590285326248976,0.15552272634093806,0.7648619813776911,0.004135762653404951,0.7011067927290967,0.1526572996600929,0.7666068261286325,0.15149327421328665,0.7640106299714566,0.14496213881627035,0.7654207576900569
0.3,1.5386390846837275,0.09267243454547472,0.5575137868781146,0.08363740962836323,0.5346008387842309,0.07566004132187772,0.7332512888216092,0.002385341057754015,0.7324343468625794,0.0866556412137777,0.6971909919798082,0.07121787064846127,0.7096835245818505,0.0954694080283103,0.7024817096941864
0.5,1.4969169865524572,0.06348423143759427,0.5302899005772018,0.05741295018771275,0.503966276184303,0.047038624924767715,0.689875941323046,0.004846987119919237,0.646435244315712,0.05266738975415273,0.7083772203414441,0.055528628999752604,0.7024699104797935,0.057943973374988696,0.6586619811602269
0.7,1.5879342215546481,0.043777120599674764,0.5117797092243712,0.04595442896693842,0.4830552090730659,0.03703659521998838,0.6997370809026083,0.0012448001663408368,0.6880762601438644,0.04514562448128877,0.6648934217752667,0.0421931643603465,0.672755923644632,0.049344587046614825,0.49813968177236556
0.9,1.5411490889615707,0.03352826621234904,0.4990446877818821,0.03939988907216172,0.4677549988049882,0.026574324196341655,0.6741199695437142,0.0011740778839352312,0.7538798207504108,0.03600879173185635,0.6146542893144913,0.032965462578379394,0.6704600699463763,0.039492335288271174,0.5250103671898352
1.1,1.5741544740330782,0.029134086986660018,0.4882536851083973,0.03287920789608081,0.46152781471925075,0.024007456210937434,0.6735755226013183,0.0022704164531580765,0.7143572642750785,0.028177845749330573,0.6403664771041305,0.031046797207277075,0.6202317421391006,0.03294944441429661,0.515256080060565
1.3,1.5814437558818242,0.025134490765822123,0.4875931671447226,0.028102074696217488,0.4494713483336064,0.017574948260291157,0.655606342760463,0.0014718516611783696,0.7492626708705755,0.026592265261362664,0.5880860107344139,0.020752488826092947,0.5763859709339636,0.0283823492253452,0.5471456952534738
1.5,1.6212016081643603,0.022859628152074263,0.4826045868750316,0.02320213691155805,0.43553977361815965,0.017471820017519766,0.6454664637539933,0.002820655553041631,0.7211812482827717,0.020210133767271477,0.5841708381747842,0.017238744711648518,0.6478933770517916,0.024072103387056953,0.3693057261420837
1.7,1.623233408014524,0.020864661118021436,0.472426940241409,0.020427027043245175,0.4318285811461006,0.00905394741778525,0.6732632309143924,0.0009855661237242175,0.6253018068214501,0.018706587961104575,0.611119882479628,0.013219833043557502,0.6558266151746069,0.022573412565605053,0.39038800311239236
1.9,1.6209652958070286,0.015028314479641754,0.46500325705820866,0.016719534478143373,0.4208553809677206,0.012005540979014568,0.6545551031341026,0.0007850834239477273,0.6046456708532817,0.013109742081076096,0.6108396511330639,0.017312938016752277,0.5532346284818698,0.017784051557126004,0.4331720471455583
