Kingdom,Phylum,Class,Order,Family,Genus,Species
1,1,4,5,5,6,7
1,2,3,4,4,11,13
1,2,2,3,6,7,8
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,2,5,6,9,14,16
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,3,4,4,11,13
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,3,4,4,30,34
1,2,7,8,21,34,38
1,1,10,12,17,26,29
1,1,13,27,45,83,90
1,1,13,18,29,52,57
1,2,8,9,12,17,19
1,2,5,6,42,76,82
1,2,7,8,13,18,20
1,2,7,8,13,18,20
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,7,8,21,34,38
1,3,23,42,71,137,156
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,12,14
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,7,8,11,16,18
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,2,3,6,7,8
1,2,7,8,24,73,79
1,1,4,5,5,6,7
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,2,13,22,39,43
1,2,2,13,22,39,43
1,1,13,20,31,57,62
1,1,13,27,45,83,90
1,1,13,27,45,83,90
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,49,93,101
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,2,7,8,13,18,20
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,12,14
1,2,8,9,12,17,19
1,2,8,9,12,17,19
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,2,2,13,22,39,43
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,3,4,4,19,21
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,2,13,18,27,30
1,2,5,6,20,32,36
1,2,2,13,18,27,30
1,2,2,13,18,27,30
1,2,2,13,18,27,30
1,2,5,6,20,32,36
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,2,5,6,9,14,16
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,2,5,6,9,14,16
1,2,2,3,6,7,8
1,2,2,13,22,39,43
1,2,2,3,6,7,8
1,2,2,13,43,91,99
1,2,2,13,43,91,99
1,1,1,2,2,12,14
1,2,2,3,3,68,74
1,2,2,3,3,68,74
1,2,2,3,3,68,74
1,2,2,3,3,68,74
1,2,2,3,3,68,74
1,2,2,3,3,68,74
1,1,1,2,2,2,2
1,1,1,2,2,12,14
1,1,1,2,2,2,2
1,1,1,2,2,12,14
1,2,3,4,4,97,105
1,2,7,8,24,73,79
1,1,13,20,31,57,62
1,2,5,6,20,56,61
1,2,5,6,42,76,82
1,1,13,27,45,83,90
1,1,4,5,5,6,7
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,2,2,13,22,39,43
1,2,2,13,22,39,43
1,2,2,3,3,37,46
1,2,3,4,4,5,6
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,2,2,13,22,39,43
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,24
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,2,2,13,18,27,32
1,2,5,6,20,32,36
1,2,5,6,42,76,82
1,1,1,2,2,2,2
1,2,2,3,3,22,25
1,2,3,4,4,5,6
1,2,2,3,3,37,46
1,2,2,3,3,22,25
1,2,3,4,4,36,40
1,2,3,4,4,36,40
1,2,3,4,4,11,13
1,2,3,4,4,19,21
1,2,3,4,4,35,39
1,2,3,4,4,19,21
1,2,5,6,9,14,16
1,2,5,6,9,14,16
1,2,2,3,15,23,26
1,2,7,8,24,73,79
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,2,5,6,9,14,16
1,2,5,6,9,14,16
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,14,30,51,99,107
1,2,14,30,51,99,107
1,2,7,8,11,16,18
1,1,13,20,31,57,62
1,2,2,3,15,23,26
1,2,2,3,6,7,8
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,7,8,13,18,20
1,2,7,8,13,18,20
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,2,7,8,24,73,79
1,2,7,8,24,73,79
1,2,3,4,4,69,75
1,2,3,4,4,69,75
1,2,3,4,4,28,31
1,2,3,4,53,103,111
1,2,3,4,4,19,21
1,2,3,4,4,69,75
1,2,3,4,4,69,75
1,2,3,4,4,28,31
1,1,17,28,47,88,95
1,2,7,8,24,73,79
1,1,4,5,5,6,7
1,1,4,5,5,6,7
1,1,4,5,5,6,7
1,1,4,5,5,6,7
1,2,2,3,6,7,8
1,1,13,20,31,57,62
1,1,1,2,2,12,14
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,20,32,36
1,2,5,6,20,32,36
1,2,2,13,18,29,33
1,2,2,13,18,29,33
1,2,2,13,18,27,32
1,2,2,13,18,29,33
1,2,5,6,20,32,36
1,2,2,13,18,27,30
1,2,7,8,21,34,38
1,2,5,6,20,32,36
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,3,4,4,11,13
1,2,5,6,42,76,82
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,1,1,1,1
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,3,4,4,19,21
1,2,3,4,4,19,21
1,2,3,4,4,79,86
1,2,3,4,4,30,34
1,2,3,4,4,19,21
1,1,17,28,47,88,95
1,2,2,3,6,7,8
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,3,4,4,5,6
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,2,3,3,43,48
1,2,5,6,20,56,61
1,2,8,9,12,17,19
1,2,2,3,15,23,26
1,1,4,5,5,6,7
1,2,8,9,12,17,19
1,2,2,3,8,10,12
1,2,2,3,15,23,26
1,1,13,20,31,57,62
1,1,1,14,25,44,49
1,1,1,14,25,44,49
1,1,1,14,25,44,49
1,1,1,14,25,44,49
1,1,13,20,31,57,62
1,1,1,14,25,44,49
1,1,13,18,29,52,57
1,1,1,14,25,44,49
1,2,5,10,14,70,76
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,4,5,5,6,7
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,2,13,18,27,32
1,2,2,13,18,27,32
1,2,2,13,18,27,32
1,2,2,13,18,27,32
1,2,2,13,18,27,32
1,2,2,13,18,27,32
1,2,2,13,18,27,32
1,2,2,13,18,27,32
1,2,2,13,18,27,32
1,2,3,4,4,19,21
1,2,3,4,4,33,37
1,2,3,4,4,171,193
1,2,3,4,4,19,21
1,2,3,4,4,33,37
1,2,7,8,21,80,87
1,2,7,8,21,108,117
1,2,2,13,18,27,32
1,1,13,27,45,83,90
1,1,13,18,29,52,57
1,2,2,13,18,27,32
1,2,2,13,18,27,32
1,2,2,13,18,27,32
1,2,2,13,18,27,32
1,2,2,13,18,27,32
1,2,2,13,18,27,32
1,2,2,3,6,7,8
1,2,5,6,20,32,36
1,2,2,13,18,27,30
1,2,3,4,4,97,105
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,2,2,3,3,37,46
1,2,5,6,9,14,16
1,2,7,8,13,18,20
1,2,7,8,13,18,20
1,2,7,8,13,18,20
1,2,7,8,13,18,20
1,2,7,8,13,18,20
1,2,7,8,13,18,20
1,2,7,8,13,18,20
1,2,7,8,13,18,20
1,1,1,2,2,2,2
1,1,13,20,31,57,62
1,2,7,8,24,73,79
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,13,27,45,83,90
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,2,5,6,9,14,16
1,1,13,20,31,57,62
1,1,10,12,17,26,29
1,1,1,2,2,12,14
1,1,1,2,2,12,14
1,1,9,11,16,24,27
1,1,1,2,2,12,14
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,2,3,6,7,8
1,2,7,8,13,18,20
1,2,7,8,13,18,20
1,1,13,18,29,52,57
1,2,7,8,24,73,79
1,2,7,8,24,73,79
1,2,7,8,21,34,38
1,2,7,8,21,34,38
1,2,7,8,21,34,38
1,2,2,3,6,7,8
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,2,3,4,4,11,13
1,2,3,4,4,11,13
1,2,3,4,4,69,75
1,2,3,4,4,69,75
1,2,3,4,4,69,75
1,2,3,4,4,69,75
1,2,3,4,4,69,75
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,2,5,6,9,14,16
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,4,5,5,6,7
1,1,4,5,5,6,7
1,1,4,5,5,6,7
1,2,5,6,49,93,101
1,2,7,8,24,73,79
1,2,5,6,42,76,82
1,1,4,5,5,6,7
1,2,7,8,24,73,79
1,2,7,8,24,73,79
1,2,7,8,21,34,38
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,3,4,4,19,21
1,2,3,4,4,19,21
1,2,3,4,4,19,21
1,2,3,4,4,19,21
1,2,7,8,21,108,117
1,1,1,2,2,2,2
1,2,5,6,20,56,61
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,2,5,6,42,76,82
1,1,16,32,56,107,116
1,1,16,32,56,107,116
1,2,2,3,6,7,8
1,2,2,3,3,37,46
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,2,5,6,9,14,16
1,2,5,6,9,14,16
1,2,2,13,22,39,43
1,2,2,13,18,27,32
1,2,2,13,18,27,32
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,13,18,29,52,57
1,2,5,6,42,76,82
1,2,5,6,42,76,82
1,2,7,8,24,73,79
1,2,8,9,12,17,19
1,2,5,6,42,76,82
1,2,5,6,55,105,113
1,2,5,6,42,76,82
1,1,4,5,5,6,7
1,2,3,4,4,35,39
1,2,7,8,11,16,18
1,2,3,4,4,35,39
1,2,3,4,4,35,39
1,2,3,4,4,36,40
1,2,3,4,4,36,40
1,2,3,4,4,78,85
1,2,3,4,4,11,13
1,2,3,4,4,19,21
1,2,3,4,4,87,94
1,2,7,8,13,18,20
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,2,7,8,13,18,20
1,1,4,5,5,6,7
1,2,14,21,34,60,65
1,1,9,11,16,24,27
1,2,7,8,46,84,91
1,2,7,8,46,84,91
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,10,12,17,26,29
1,2,3,4,4,5,6
1,2,3,4,4,87,94
1,2,3,4,4,35,39
1,2,3,4,4,19,21
1,2,3,4,4,30,34
1,1,13,20,31,57,62
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,1,13,18,29,52,57
1,1,13,18,29,52,57
1,2,5,6,20,56,61
1,2,8,9,12,17,19
1,1,1,1,1,1,9
1,1,13,27,45,83,90
1,2,2,36,63,167,188
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,2,5,6,49,93,101
1,2,7,8,46,84,91
1,1,10,12,17,26,29
1,2,7,8,11,16,18
1,1,4,5,5,6,7
1,1,13,27,45,83,90
1,1,13,27,45,83,90
1,1,4,5,5,6,7
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,3,4,4,30,34
1,2,3,4,4,30,34
1,2,14,30,51,99,107
1,2,2,3,8,10,12
1,2,14,30,51,99,107
1,2,2,3,23,41,45
1,2,14,30,51,99,107
1,2,2,3,15,23,26
1,2,2,3,3,68,74
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,42,76,82
1,2,7,8,24,73,79
1,2,5,6,42,76,82
1,1,4,5,5,6,7
1,2,5,6,42,76,82
1,2,5,6,20,56,61
1,2,5,6,42,76,82
1,1,13,18,29,52,57
1,2,5,6,20,32,36
1,2,2,13,18,27,30
1,2,2,13,18,27,30
1,2,2,13,18,27,30
1,2,2,13,18,27,30
1,2,5,6,20,32,36
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,3,4,4,46,51
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,2,3,4,4,28,31
1,2,5,6,9,14,16
1,1,10,16,27,82,89
1,2,5,6,42,76,82
1,1,13,20,31,57,62
1,2,7,8,24,73,79
1,2,5,6,42,76,82
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,2,5,6,9,14,16
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,1,1,1,9
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,2,41,75,81
1,1,1,1,1,1,3
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,3
1,1,1,1,1,1,1
1,1,1,1,1,1,3
1,2,2,3,3,68,74
1,2,2,3,3,68,74
1,2,8,9,12,17,19
1,2,8,9,12,17,19
1,1,1,1,1,1,3
1,1,1,1,1,1,3
1,1,1,1,1,1,1
1,1,1,1,1,1,1
1,2,7,8,21,100,108
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,8,9,12,17,19
1,2,5,6,42,76,82
1,1,4,5,5,6,7
1,2,5,6,20,56,61
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,2,7,8,13,18,20
1,2,7,8,13,18,20
1,2,7,8,13,18,20
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,2,18,33,58,130,147
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,2,2,13,43,91,99
1,2,2,3,6,7,8
1,2,5,6,20,56,61
1,2,2,13,43,77,84
1,2,5,6,42,76,82
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,2,5,6,49,93,101
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,2,5,6,20,56,61
1,2,7,8,24,73,79
1,2,3,4,4,78,85
1,2,7,8,24,73,79
1,2,2,13,43,77,84
1,2,3,4,4,19,21
1,1,1,2,2,2,2
1,2,18,33,57,112,121
1,1,1,2,2,2,2
1,2,3,4,4,30,34
1,1,1,2,2,2,2
1,2,5,6,20,56,61
1,1,16,32,56,107,116
1,1,1,2,2,2,2
1,1,1,2,2,12,14
1,2,3,4,4,11,13
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,7,8,24,73,79
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,2,8,9,12,17,19
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,2,3,6,7,8
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,20,32,36
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,1,2,2,2,2
1,1,10,22,36,124,137
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,12,14
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,3,4,4,11,13
1,2,3,4,4,19,21
1,2,2,13,18,27,30
1,2,2,13,18,27,30
1,2,5,6,20,32,36
1,2,2,13,18,27,30
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,1,1,2,2,12,14
1,1,1,2,2,12,14
1,1,1,2,2,12,14
1,1,1,2,2,12,14
1,2,2,13,43,91,99
1,2,14,29,50,96,104
1,2,5,6,55,105,113
1,2,5,6,42,76,82
1,2,5,6,49,93,101
1,2,7,8,24,73,79
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,13,27,45,83,90
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,2,2,3,6,7,8
1,2,2,3,3,37,46
1,2,2,3,6,7,8
1,2,2,3,3,37,46
1,2,2,3,3,37,46
1,1,1,2,2,2,2
1,2,2,3,6,7,8
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,14,25,44,49
1,1,1,2,2,2,2
1,2,3,4,4,5,6
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,42,76,82
1,1,13,20,31,57,62
1,2,7,8,24,73,79
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,2,5,6,9,14,16
1,2,5,6,42,76,82
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,2,3,4,53,103,111
1,2,7,8,24,73,79
1,2,7,8,24,73,79
1,2,7,8,24,73,79
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,1,1,1,1,1
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,7,8,24,73,79
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,13,18,29,52,57
1,1,13,27,45,83,90
1,1,1,2,2,2,2
1,2,3,4,4,33,37
1,2,7,8,24,73,79
1,1,13,27,45,83,90
1,2,5,6,9,14,16
1,2,2,13,18,27,32
1,2,2,13,18,27,32
1,2,2,13,18,27,32
1,2,2,13,18,27,32
1,2,5,6,42,76,82
1,2,2,3,6,7,8
1,1,1,2,2,2,2
1,1,13,20,31,57,62
1,2,7,8,24,73,79
1,1,13,20,31,57,62
1,1,10,12,17,49,54
1,1,1,2,2,12,14
1,2,7,8,13,18,20
1,2,7,8,24,73,79
1,2,7,8,24,73,79
1,2,5,6,9,14,16
1,2,7,8,24,73,79
1,2,7,8,24,73,79
1,2,7,8,21,34,38
1,2,2,3,6,7,8
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,20,56,61
1,2,2,54,92,164,185
1,2,8,9,12,17,19
1,2,7,8,24,73,79
1,1,4,5,5,6,7
1,2,7,8,24,73,79
1,2,7,8,24,73,79
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,3,4,4,19,21
1,2,3,4,4,19,21
1,2,3,4,4,19,21
1,2,7,8,24,73,79
1,2,7,8,24,73,79
1,2,7,8,24,73,79
1,1,16,32,56,107,116
1,1,1,2,41,75,81
1,2,5,6,42,76,82
1,1,1,1,1,1,9
1,1,13,18,29,52,57
1,2,5,6,9,14,16
1,1,1,2,2,2,2
1,2,5,6,9,14,16
1,1,13,20,31,57,62
1,2,5,6,42,76,82
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,13,20,31,57,62
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,1,1,2,2,2,2
1,2,5,6,20,32,36
1,2,2,3,6,7,8
1,2,2,3,6,7,8
1,1,1,2,2,2,2
1,1,1,2,2,2,2
